fid,gid,objeto,fna,gna,nam,PROVINCIA,ACTIVIDAD,JUL_2020,AGO_2020,SEP_2020,OCT_2020,NOV_2020,DIC_2020,ENE_2021,FEB_2021,MAR_2021,ABR_2021,MAY_2021,JUN_2021,JUL_2021,AGO_2021,SEP_2021,OCT_2021,NOV_2021,DIC_2021,ENE_2022,FEB_2022,MAR_2022,ABR_2022,MAY_2022,JUN_2022,JUL_2022,AGO_2022,SEP_2022,OCT_2022,NOV_2022,DIC_2022,ENE_2023,FEB_2023,MAR_2023,ABR_2023,MAY_2023,JUN_2023,JUL_2023,AGO_2023,SEP_2023,OCT_2023,NOV_2023,DIC_2023,ENE_2024,FEB_2024,MAR_2024,ABR_2024,MAY_2024,JUN_2024,JUL_2024,AGO_2024,SEP_2024
289,1162,Departamento,Departamento Mayor Luis J. Fontana,Departamento,Mayor Luis J. Fontana,CHACO,GANADERÍA,,,,224/2020,224/2020,224/2020,224/2020,224/2020,224/2020,69/2021,69/2021,69/2021,69/2021,69/2021,69/2021,,,,,,,,,,,,,,,,194/23,194/23,194/23,194/23,194/23,194/23,194/23,,,,,,,,,,,,,,
384,1503,Departamento,Departamento Mburucuyá,Departamento,Mburucuyá,CORRIENTES,GANADERÍA,,,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,,,,,,,,,,,,,,,
89,1223,Departamento,Partido de Mercedes,Partido,Mercedes,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,208/2023,208/2023,208/2023,208/2023,208/2023,208/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,,,,,,,,,,,
386,1505,Departamento,Departamento Mercedes,Departamento,Mercedes,CORRIENTES,GANADERÍA,,,,,,,,,,,,,,,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
79,1213,Departamento,Partido de Merlo,Partido,Merlo,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1531,Departamento,Departamento Minas,Departamento,Minas,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1210,Departamento,Partido de Monte,Partido,Monte,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,208/2023,208/2023,208/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
397,1516,Departamento,Departamento Monte Caseros,Departamento,Monte Caseros,CORRIENTES,GANADERÍA,,,,,,,,,,,,,,,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
133,1269,Departamento,Partido de Monte Hermoso,Partido,Monte Hermoso,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1482,Departamento,Departamento Montecarlo,Departamento,Montecarlo,MISIONES,GANADERÍA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,21/2022,21/2022,21/2022,21/2022,21/2022,21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1072,Departamento,Partido de Moreno,Partido,Moreno,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1227,Departamento,Partido de Morón,Partido,Morón,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1245,Departamento,Partido de Navarro,Partido,Navarro,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,208/2023,208/2023,208/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
35,1105,Departamento,Partido de Necochea,Partido,Necochea,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,,,,,,,,,,,
338,1363,Departamento,Departamento Nogoyá,Departamento,Nogoyá,ENTRE RÍOS,GANADERÍA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,
269,1071,Departamento,Departamento O'Higgins,Departamento,O'Higgins,CHACO,GANADERÍA,,,,224/2020,224/2020,224/2020,224/2020,224/2020,224/2020,69/2021,69/2021,69/2021,69/2021,69/2021,69/2021,,,,,,,,,,,,,,,,194/23,194/23,194/23,194/23,194/23,194/23,194/23,,,,,,,,,,,,,,
368,1484,Departamento,Departamento Oberá,Departamento,Oberá,MISIONES,GANADERÍA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,21/2022,21/2022,21/2022,21/2022,21/2022,21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1212,Departamento,Partido de Olavarría,Partido,Olavarría,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1367,Departamento,Departamento Paraná,Departamento,Paraná,ENTRE RÍOS,GANADERÍA,,,,,,,,,,,,,,,,,,,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,39/2022,,,,,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,98/2023,,,,,,,,,,
398,1517,Departamento,Departamento Paso de los Libres,Departamento,Paso de los Libres,CORRIENTES,GANADERÍA,,,,,,,,,,,,,,,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
142,1298,Departamento,Partido de Patagones,Partido,Patagones,BUENOS AIRES,GANADERÍA,,,,,,,48/2022,48/2022,48/2022,48/2022,48/2022,48/2022,48/2022,48/2022,48/2022,48/2022,48/2022,48/2022,,,,,,,,,,,,,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
282,1149,Departamento,Departamento Patiño,Departamento,Patiño,FORMOSA,GANADERÍA,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1207,Departamento,Partido de Pehuajó,Partido,Pehuajó,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,,,,,,,,,,,
45,1131,Departamento,Partido de Pellegrini,Partido,Pellegrini,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1159,Departamento,Partido de Pergamino,Partido,Pergamino,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,208/2023,208/2023,208/2023,208/2023,208/2023,317/2023,317/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
153,1346,Departamento,Partido de Pila,Partido,Pila,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,317/2023,317/2023,317/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
277,1120,Departamento,Departamento Pilagás,Departamento,Pilagás,FORMOSA,GANADERÍA,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1224,Departamento,Partido de Pilar,Partido,Pilar,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1293,Departamento,Departamento Pilcomayo,Departamento,Pilcomayo,FORMOSA,GANADERÍA,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1085,Departamento,Partido de Pinamar,Partido,Pinamar,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1122,Departamento,Departamento Pirané,Departamento,Pirané,FORMOSA,GANADERÍA,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,1552,Departamento,Departamento Pocho,Departamento,Pocho,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,,,,,,,
286,1158,Departamento,Departamento Presidencia de la Plaza,Departamento,Presidencia de la Plaza,CHACO,GANADERÍA,,,,224/2020,224/2020,224/2020,224/2020,224/2020,224/2020,69/2021,69/2021,69/2021,69/2021,69/2021,69/2021,,,,,41/22,41/22,41/22,41/22,41/22,41/22,,,,,,194/23,194/23,194/23,194/23,194/23,194/23,194/23,,,,,,,,,,,,,,
67,1201,Departamento,Partido de Presidente Perón,Partido,Presidente Perón,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1538,Departamento,Departamento Presidente Roque Sáenz Peña,Departamento,Presidente Roque Sáenz Peña,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,,,,,,,
46,1132,Departamento,Partido de Puán,Partido,Puán,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
509,1446,Departamento,Departamento Puelén,Departamento,Puelén,LA PAMPA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,21/2023,21/2023,21/2023,21/2023,21/2023,21/2023,,,929/2023,929/2023,929/2023,929/2023,929/2023,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024
410,1529,Departamento,Departamento Punilla,Departamento,Punilla,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,,,,,,,
38,1112,Departamento,Partido de Punta Indio,Partido,Punta Indio,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,208/2023,208/2023,208/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,,,,,,,,,,,
188,1473,Departamento,Departamento Quemú Quemú,Departamento,Quemú Quemú,LA PAMPA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1250,Departamento,Partido de Quilmes,Partido,Quilmes,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1157,Departamento,Departamento Quitilipi,Departamento,Quitilipi,CHACO,GANADERÍA,,,,224/2020,224/2020,224/2020,224/2020,224/2020,224/2020,69/2021,69/2021,69/2021,69/2021,69/2021,69/2021,,,,,41/22,41/22,41/22,41/22,41/22,41/22,,,,,,194/23,194/23,194/23,194/23,194/23,194/23,194/23,,,,,,,,,,,,,,
138,1274,Departamento,Partido de Ramallo,Partido,Ramallo,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,56/2023,56/2023,56/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
479,1312,Departamento,Departamento Ramón Lista,Departamento,Ramón Lista,FORMOSA,GANADERÍA,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,201/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1434,Departamento,Departamento Rancul,Departamento,Rancul,LA PAMPA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,528/2023,528/2023,528/2023,528/2023,528/2023,528/2023,528/2023,,,,1485/2023,1485/2023,1485/2023,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024
26,1096,Departamento,Partido de Rauch,Partido,Rauch,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,208/2023,208/2023,208/2023,208/2023,208/2023,208/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
173,1440,Departamento,Departamento Realicó,Departamento,Realicó,LA PAMPA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,528/2023,528/2023,528/2023,528/2023,528/2023,528/2023,528/2023,,,,1485/2023,1485/2023,1485/2023,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024,986/2024
196,1537,Departamento,Departamento Río Cuarto,Departamento,Río Cuarto,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,,,,,,,
423,1549,Departamento,Departamento Río Primero,Departamento,Río Primero,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,,,,,,,
416,1540,Departamento,Departamento Río Seco,Departamento,Río Seco,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,,,,,,,
414,1533,Departamento,Departamento Río Segundo,Departamento,Río Segundo,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,,,,,,,
182,1456,Departamento,Partido de Rivadavia,Partido,Rivadavia,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,1612/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
3,1066,Departamento,Partido de Rojas,Partido,Rojas,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,56/2023,56/2023,56/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
77,1211,Departamento,Partido de Roque Pérez,Partido,Roque Pérez,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,208/2023,208/2023,208/2023,208/2023,208/2023,208/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,,,,,,,,,,,
163,1426,Departamento,Departamento Rosario,Departamento,Rosario,SANTA FE,GANADERÍA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
132,1268,Departamento,Partido de Saavedra,Partido,Saavedra,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,317/2023,317/2023,317/2023,317/2023,317/2023,317/2023,317/2023,317/2023,317/2023,,,,,,,,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
390,1509,Departamento,Departamento Saladas,Departamento,Saladas,CORRIENTES,GANADERÍA,,,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,,,,,,,,,,,,,,,
1,1064,Departamento,Partido de Saladillo,Partido,Saladillo,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
27,1097,Departamento,Partido de Salliqueló,Partido,Salliqueló,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1218,Departamento,Partido de Salto,Partido,Salto,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,56/2023,56/2023,56/2023,56/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,,,,,,,,,,,
413,1532,Departamento,Departamento San Alberto,Departamento,San Alberto,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,600/23,,,,,,,
87,1221,Departamento,Partido de San Andrés de Giles,Partido,San Andrés de Giles,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,208/2023,208/2023,208/2023,208/2023,208/2023,208/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
6,1069,Departamento,Partido de San Antonio de Areco,Partido,San Antonio de Areco,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,317/2023,317/2023,317/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,946/2024,946/2024,946/2024,946/2024,946/2024,946/2024,,,,,
32,1102,Departamento,Partido de San Cayetano,Partido,San Cayetano,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,,,,,,,,,,,,,,,,,,,,,
406,1525,Departamento,Departamento San Cosme,Departamento,San Cosme,CORRIENTES,GANADERÍA,,,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,,,,,,,,,,,,,,,
358,1468,Departamento,Departamento San Cristóbal,Departamento,San Cristóbal,SANTA FE,GANADERÍA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
180,1450,Departamento,Partido de San Fernando,Partido,San Fernando,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1317,Departamento,Departamento San Fernando,Departamento,San Fernando,CHACO,GANADERÍA,,,,224/2020,224/2020,224/2020,224/2020,224/2020,224/2020,69/2021,69/2021,69/2021,69/2021,69/2021,69/2021,,,,,41/22,41/22,41/22,41/22,41/22,41/22,,,,,,194/23,194/23,194/23,194/23,194/23,194/23,194/23,,,,,,,,,,,,,,
364,1480,Departamento,Departamento San Ignacio,Departamento,San Ignacio,MISIONES,GANADERÍA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,21/2022,21/2022,21/2022,21/2022,21/2022,21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1264,Departamento,Partido de San Isidro,Partido,San Isidro,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1470,Departamento,Departamento San Javier,Departamento,San Javier,SANTA FE,GANADERÍA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
371,1487,Departamento,Departamento San Javier,Departamento,San Javier,MISIONES,GANADERÍA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,21/2022,21/2022,21/2022,21/2022,21/2022,21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1548,Departamento,Departamento San Javier,Departamento,San Javier,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1478,Departamento,Departamento San Jerónimo,Departamento,San Jerónimo,SANTA FE,GANADERÍA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
350,1429,Departamento,Departamento San Justo,Departamento,San Justo,SANTA FE,GANADERÍA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
415,1534,Departamento,Departamento San Justo,Departamento,San Justo,CÓRDOBA,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290/2023,290/2023,290/2023,290/2023,290/2023,290/2023,290/2023,290/2023,290/2023,290/2023,290/2023,290/2023,1523/23,1523/23,,,,,,,
185,1465,Departamento,Departamento San Lorenzo,Departamento,San Lorenzo,SANTA FE,GANADERÍA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
320,1318,Departamento,Departamento San Lorenzo,Departamento,San Lorenzo,CHACO,GANADERÍA,,,,224/2020,224/2020,224/2020,224/2020,224/2020,224/2020,69/2021,69/2021,69/2021,69/2021,69/2021,69/2021,,,,,,,,,,,,,,,,194/23,194/23,194/23,194/23,194/23,194/23,194/23,,,,,,,,,,,,,,
383,1502,Departamento,Departamento San Luis del Palmar,Departamento,San Luis del Palmar,CORRIENTES,GANADERÍA,,,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,,,,,,,,,,,,,,,
352,1454,Departamento,Departamento San Martín,Departamento,San Martín,SANTA FE,GANADERÍA,,,,,,,,,,,,,,,,,,,31/2022,31/2022,31/2022,31/2022,31/2022,31/2022,,,,,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,16/2023,750/2023,750/2023,750/2023,750/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,1484/2023,,,,,,
399,1518,Departamento,Departamento San Martín,Departamento,San Martín,CORRIENTES,GANADERÍA,,,,,,,,,,,,,,,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,,,,,,,,,,,,,,,
86,1220,Departamento,Partido de San Miguel,Partido,San Miguel,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1521,Departamento,Departamento San Miguel,Departamento,San Miguel,CORRIENTES,GANADERÍA,,,,,,,,,,,,,,,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,,,,,,,,,,,,,,,
139,1275,Departamento,Partido de San Nicolás,Partido,San Nicolás,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,,208/2023,208/2023,208/2023,208/2023,208/2023,208/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,,,,,,,,,,,
146,1305,Departamento,Partido de San Pedro,Partido,San Pedro,BUENOS AIRES,GANADERÍA,,,,,,,,,,,,,,,,,,,,,,,,56/2023,56/2023,56/2023,56/2023,56/2023,56/2023,56/2023,317/2023,317/2023,317/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,587/2023,,,,,,,,,,,
375,1491,Departamento,Departamento San Pedro,Departamento,San Pedro,MISIONES,GANADERÍA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,21/2022,21/2022,21/2022,21/2022,21/2022,21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1506,Departamento,Departamento San Roque,Departamento,San Roque,CORRIENTES,GANADERÍA,,,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,225/2020,,,,,36/2022,36/2022,36/2022,36/2022,36/2022,36/2022,869/2022,869/2022,869/2022,869/2022,869/2022,869/2022,,,,,,,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,1620/2023,,,,,,,,,
